intitulé,catégorie,entreprise,localisation,type_contrat,temps_contrat,date_publication,url,salaire,description
Magasinier (F/H),Transport / Logistique,ADEQUAT 007,Provence-Alpes-Côte d'Azur,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCMX,35H Travail en horaires décalés Salaire brut : Mensuel de 1833.0 Euros à 2250.0 Euros sur 12.0 mois,"Notre agence Adéquat de Gap recrute des nouveaux profils en tant que Magasinier polyvalent pour une société de second oeuvre (H/F) :

Missions :

- rangement du dépôt

- réception des livraisons

-..."
Manutentionnaire H/F,Transport / Logistique,ADEQUAT 059,Occitanie,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCMV,35H Travail en horaires décalés Salaire brut : Mensuel de 1802.0 Euros à 1833.0 Euros sur 12.0 mois,"Notre agence Adéquat de Boé recrute un manutentionnaire pour une mission d'une journée le 17/12/2024

Vos futures missions :

-Vider un camion

dynamique

14h-18h

Le Profil Adéquat :

- Sérieux..."
AGENT LOGISTIQUE H/F,Transport / Logistique,ADEQUAT 022,Auvergne-Rhône-Alpes,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCMS,35H Travail en horaires décalés Salaire brut : Mensuel de 1802.0 Euros à 1833.0 Euros sur 12.0 mois,"L'Agence ADEQUAT de Meyzieu recherche pour l'un de ses clients spécialisés dans les pièces détachée automobile un ou une Opérateur LOGISTIQUE H/F

Poste basé à SAINT-PRIEST (69800) a pourvoir..."
Exploitant(e) transport,Transport / Logistique,ADEQUAT INTERIM,Île-de-France,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCMB,35H Travail en horaires décalés Salaire brut : Mensuel de 2250.0 Euros à 2750.0 Euros sur 12.0 mois,"Notre client spécialisé dans le secteur d'activité de l'affrètement et organisation des transports recherche un(e) exploitant transport de nuit.

Vos missions en tant qu'exploitant transport

 *..."
Chef d'équipe en industrie de transformation F/H,Transport / Logistique,SYNERGIE,Hauts-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCLZ,"35H Travail posté (2x8, 3x8, 5x8, etc.) Salaire brut : Horaire de 11.88 Euros à 13.0 Euros sur 12.0 mois","Entrepôt logistique basé sur la E-Valley (Epinoy)Sous la responsabilité du responsable de site ou d'exploitation, vos tâches seront les suivantes : 
- Gestion du personnel suivant la législation du..."
MAGASINIER CARISTE (H/F),Transport / Logistique,SFIC,Centre-Val de Loire,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCKF,35H Travail en journée Salaire brut : Mensuel de 1900.0 Euros à 2000.0 Euros sur 12.0 mois,"SFIC recrute un/une MAGASINIER CARISTE

Vous êtes un expert de l'organisation et appréciez le travail en équipe ? Alors, ces missions sont conçues pour vous :

 Vous assurez la préparation et..."
Cariste réceptionnaire (H/F),Transport / Logistique,CARREFOUR,Grand Est,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCHW,35H Travail le samedi Salaire brut : Horaire de 11.88 Euros sur 0.0 mois,"Nous recherchons un(e) cariste réceptionnaire H/F 

En tant que Réceptionnaire - Cariste H/F, vos missions :

Réaliser l'adressage des nouveaux produits
Réaliser le traitement des commandes..."
Magasinier (H/F),Transport / Logistique,INTERTIS,Île-de-France,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCHT,37H30 Travail en journée Salaire brut : Annuel de 28000.0 Euros à 30000.0 Euros sur 12.0 mois,"GIF EMPLOI, est un acteur du recrutement en intérim et CDI, référent sur les métiers techniques, qui cultive la proximité avec ses candidats, ses clients et les acteurs de la formation pour un..."
Conducteur de car (H/F),Transport / Logistique,AQUILA RH,Nouvelle-Aquitaine,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCGK,35H Travail en journée Salaire brut : Annuel de 21622.0 Euros à 26622.0 Euros sur 12.0 mois,"Aquila RH Lot-et-Garonne : là où vos compétences rencontrent nos opportunités.

Agence de recrutement en intérim, CDI, CDD, spécialisée dans le domaine de l'industrie, du transport, du BTP et de la..."
Chauffeur-livreur / Chauffeuse-livreuse  (H/F),Transport / Logistique,GROUPE LES DELICES D'ORIENT,Pays de la Loire,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCDK,35H Autre Salaire brut : Mensuel de 1802.0 Euros à 2000.0 Euros sur 12.0 mois,"Nous recherchons un(e) chauffeur-livreur(se) motivé(e) et dynamique pour rejoindre notre équipe de livraison. 
Transport et livraison : 
- Assurer la bonne livraison des commandes pour les clients...."
Chargé de Mission Logistique (H/F),Transport / Logistique,POINT P,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCDC,35H Travail en journée Salaire brut : salaire selon profil,"POINT P recrute un/une Chargé de Mission Logistique

Rejoignez notre parcours pépinière logistique en IDF !

Vous souhaitez évoluer dans un environnement dynamique où vos compétences en logistique et..."
Agent logistique (Réception - Magasin - Expédition) (H/F),Transport / Logistique,HEXAGON MANUFACTURING INTELLIGENCE MANAG,Centre-Val de Loire,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCCT,38H Travail en journée Salaire brut : Annuel de 26000.0 Euros à 30000.0 Euros sur 12.0 mois,"Titre du poste : Agent logistique (Réception - Magasin - Expédition) (h/f/x)
Req ID : 1437
Business Unit : GTM EMEA
Localisation : Vendôme (41)

Résumé :
Nous recrutons un(e) Agent Logistique..."
Dispatcheur / Dispatcheuse transport routier de particuliers,Transport / Logistique,AMBULANCES DU COUDRAY,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCBH,35H Travail en journée Salaire brut : Mensuel de 2800.0 Euros à 3500.0 Euros sur 12.0 mois,"Dans le cadre de notre développement d'activité de transport sanitaire, nous recherchons un / une dispatcheur H/F.
Vos missions :
- Prise d'appel, enregistrement et affectation des commandes des..."
Opérateur polyvalent logistique F/H,Transport / Logistique,SYNERGIE,Pays de la Loire,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBZS,35H Autre Salaire brut : Horaire de 12.0 Euros à 13.0 Euros sur 12.0 mois,"Votre agence Synergie de Montoir de Bretagne recherche pour un de ses clients, spécialisé dans le logistique industrielle, un magasinier F/H pour une mission en journée normale.
Vous serez en charge..."
Chauffeur / Chauffeuse de poids lourd,Transport / Logistique,UNEAL COOPERATIVE UAB,Hauts-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBYH,"35H Autre
Heures supplémentaires possibles Salaire brut : Selon profil","Nous recherchons un chauffeur PL ou SPL H/F 

Vous êtes titulaire du permis C ou du permis CE

Vous aurez pour missions : 
- Livraison d'aliment du bétail dans les élevages
- Vous travaillez en..."
Chauffeur-magasinier / Chauffeuse-magasinière,Transport / Logistique,RUBIX FRANCE,Bourgogne-Franche-Comté,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBYF,35H Travail en journée Salaire brut : Mensuel de 1880.0 Euros à 1950.0 Euros sur 12.0 mois,"Au coeur de l'agence de Dijon, vos missions seront les suivantes :

- Préparer les réservations et livraisons clients avec le conditionnement adéquat,

- Réceptionner, contrôler et mettre en stock..."
Conducteur/trice transport scolaire - Formation possible!  (H/F),Transport / Logistique,44 - GRANDCHAMPS DES FONTAINES,Pays de la Loire,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBXF,temps partiel - 25H Autre Salaire brut : Horaire de 13.11 Euros sur 12.0 mois,"En tant que conducteur.trice de transport scolaire, vous serez en charge d'assurer l'acheminement des élèves de leur point de montée jusqu'à leur établissement scolaire durant les périodes scolaires..."
Conducteur / Conductrice de bus urbain et interurbain       (H/F),Transport / Logistique,44 - GRANDCHAMPS DES FONTAINES,Pays de la Loire,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBTZ,35H Autre Salaire brut : Horaire de 13.11 Euros sur 13 mois,"Les Transports BRODU ne sont rien sans les femmes et les hommes qui la composent et malgré son envergure, notre société a gardé son caractère familial, ses valeurs et son savoir-faire depuis 1964.
Le..."
Gestionnaire approvisionnement (H/F),Transport / Logistique,CRIT,Grand Est,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBSS,35H Travail en journée Salaire brut : Horaire de 11.88 Euros à 11.88 Euros sur 12.0 mois,"Dans le cadre du développement de son activité, nous recherchons pour notre client, spécialisé dans le secteur de la production de sel, un Gestionnaire approvisionnement (H/F).

Vous aurez pour..."
